Company Name,Rating,Average Salary,Role
Infotel India,5,7L -7L,Data Scientist
Iris Software,4.3,13L -15L,Data Scientist - Contractor
FactSet,4.1,8L -8L,Data Scientist
Zolnoi,5,6L -6L,Data Scientist
RamanByte,3.7,63T -69T,Data Scientist - Monthly
Netmeds.com,3.8,4L -5L,Data Scientist
XYX (UK),3.7,8L -8L,Data Scientist
Bosch,4.3,6L -6L,Data Scientist
Angel One,4.1,15L -16L,Data Scientist
Hiteshi Technologies,4.3,2L -2L,Data Scientist
Mobile Premier League,4,95T -1L,Data Scientist - Monthly Intern
Rangam Infotech,4.1,6L -6L,Data Scientist
Disney+ Hotstar,3.8,20L -22L,Data Scientist
"Innovative Interfaces, Inc",3.3,12L -12L,Data Scientist
Alphalake Ai,3.9,97T -1L,Data Scientist - Monthly
Indimedics Healthcare,2.4,48T -52T,Data Scientist
epiFi,4.3,38L -42L,Data Scientist
Equifax,3.6,10L -11L,Data Scientist
Global Eagle,2.8,48L -52L,Data Scientist
Amazon,3.8,6L -7L,Data Scientist
Mahindra First Choice Wheels,4.1,8L -8L,Data Scientist
Microsoft,4.3,77T -83T,Data Scientist - Monthly
Esoft Technology Solutions,4.4,9L -10L,Data Scientist
VertexOne,4.4,2L -2L,Data Scientist
ABIOMED,3.7,17L -19L,Data Scientist
Principal Financial Group,4.1,8L -8L,Data Scientist
BiP Solutions,,6L -7L,Data Scientist
ASDA,3.4,3L -4L,Data Scientist
ABC Consultants,4,43L -46L,Data Scientist
Nayara Energy,4.2,11L -11L,Data Scientist
QUILT.AI,3.6,14L -15L,Data Scientist
Open Insights,3.7,11L -12L,Data Scientist
TEC Staffing Services,4.2,45T -49T,Data Scientist - Monthly
Genpact,3.9,62T -67T,Data Scientist - Monthly Contractor
Amnet Group,3.6,8L -9L,Data Scientist
Maybank,3.8,56T -61T,Data Scientist - Monthly Intern
Xlscout,4.7,12L -13L,Data Scientist
Saman Mohit,3.2,51T -55T,Data Scientist - Monthly Intern
Cátedra UAM,3.6,16L -18L,Data Scientist
Seventh Contact Hiring Solutions,4.7,30L -32L,Data Scientist
Industryarc,3.6,11L -12L,Data Scientist
1mg,3.7,52T -55T,Data Scientist - Monthly Intern
Tech Systems,4,10L -11L,Data Scientist
Eron Infoways,4.7,5L -5L,Data Scientist
Uplara,3.6,71T -76T,Data Scientist - Monthly
Onward Technologies,3.4,14T -16T,Data Scientist - Monthly Intern
SQUAGTECH,5,6L -6L,Data Scientist
SAP,4.4,12L -13L,Data Scientist - Intern
K-Arogia Advisory Services,2.9,26T -28T,Data Scientist - Monthly
Inspirisys Solutions Limited,4.3,$58T -$62T,Data Scientist
Group IMD,3.5,12L -13L,Data Scientist
Google Summer of Code,4.7,39T -43T,Data Scientist - Monthly
Netflix,4.3,7L -7L,Data Scientist
Nowhereman,4,4L -4L,Data Scientist - Monthly Intern
Archeron Group,2,17L -19L,Data Scientist
Mâ-Loango Regional Museum?,5,5L -6L,Data Scientist
Silicon Tech Lab,3.9,3L -3L,Data Scientist - Intern
ZF Group,3.9,30T -33T,Data Scientist - Monthly
Dun & Bradstreet India,3.5,6L -6L,Data Scientist
Lumen,3.4,29L -31L,Data Scientist
InvoLead,4.3,24T -26T,Data Scientist - Monthly Intern
South Indian Bank,3.6,10L -10L,Data Scientist
Majestic GarbhSanskar,5,7L -8L,Data Scientist
Nissan Digital,3.8,15L -17L,Data Scientist
Raisunsoft solutions,5,32T -34T,Data Scientist - Monthly Intern
Kakatiya Institute of Technology & Science,4.5,95T -1L,Data Scientist
Siemens Digital Industries Software,4.2,9L -10L,Data Scientist
Flutura,4.5,11L -12L,Data Scientist
Regal Group Congo,,7L -7L,Data Scientist
Hitech Digital,4,12L -13L,Data Scientist
ORMAE,4.3,10T -10T,Data Scientist - Monthly
Techlink Infoware,2.8,29T -32T,Data Scientist - Monthly
Starlite Recovery Center,2.7,6L -7L,Data Scientist
"Infovision, Inc.",4.3,34L -36L,Data Scientist
National Cooperative Dairy Federation of India,2,3L -3L,Data Scientist
Karvy Group,3.3,14T -16T,Data Scientist - Monthly Intern
HDFC ERGO Health Insurance,3.8,6L -7L,Data Scientist
Voice Data Solutions,3.6,21L -22L,Data Scientist
null (India),4,89T -96T,Data Scientist - Monthly
CSC,3.7,10L -11L,Data Scientist
Government of Rajasthan,4.3,3L -3L,Data Scientist
SoCtronics,3.7,37T -40T,Data Scientist - Monthly
Grithika Labs,,9L -9L,Data Scientist
Malaviya National Institute of Technology Jaipur,4.5,39T -41T,Data Scientist - Monthly
Mobikwik,3,9L -9L,Data Scientist
Johnson Controls,3.6,5L -5L,Data Scientist - Intern
Freshers.com,4,41T -45T,Data Scientist - Monthly
Moderaterna,5,26T -28T,Data Scientist - Monthly
TeamLease,3.6,48T -52T,Data Scientist - Monthly
PQE Group,3.5,30T -32T,Data Scientist - Monthly Intern
Prometheus Group,2.3,20L -21L,Data Scientist
Klugheit Software,5,40T -43T,Data Scientist - Monthly
Indiabulls,3.3,25L -27L,Data Scientist
SDD,4.3,2L -2L,Data Scientist
Datalicious,3.8,16L -17L,Data Scientist
Urbanstop,4,5L -5L,Data Scientist
Mercedes-Benz Group,4.2,48T -52T,Data Scientist - Monthly Intern
MSCI,4.1,6L -7L,Data Scientist - Intern
Aachi Masala Foods,3.7,13T -14T,Data Scientist - Monthly
iBall,3.6,39T -41T,Data Scientist - Monthly
Alliant Technology Group,4.1,11L -12L,Data Scientist
Flytxt,3.9,15L -16L,Data Scientist
CDS (Club Demonstration Services),3.6,21L -23L,Data Scientist
Full Time Soluções em Serviços Financeiros,4,19T -21T,Data Scientist - Monthly
Lava International,3.7,6L -7L,Data Scientist
Wesmarty InfoTech,4.1,8L -9L,Data Scientist
Kairos Technologies,4.6,8L -8L,Data Scientist
CleverTap,4,20L -22L,Data Scientist
Mindcurv,4.3,6L -6L,Data Scientist
Michelin,4.1,13T -14T,Data Scientist - Monthly Intern
Rubixe,4.1,31T -33T,Data Scientist - Monthly Contractor
Quinnox,3.8,24L -26L,Data Scientist
HSBC Software Development India,4,10L -11L,Data Scientist
Harpreet Singh,4.4,6L -7L,Data Scientist
Dolat Capital,3.4,48T -52T,Data Scientist - Monthly
First Tech Consulting,4.6,10T -10T,Data Scientist - Monthly Intern
Stylumia,4.2,24L -26L,Data Scientist
Jawaharlal Nehru University,4.2,20L -21L,Data Scientist
M&G plc,3.9,20L -21L,Data Scientist
Singh Enterprises,3.3,19T -21T,Data Scientist - Monthly
Eightfold,3.4,34L -36L,Data Scientist
Exponential Solutions & Consultancy Services,4.5,17T -18T,Data Scientist - Monthly
Vickerstock,4.4,98T -1L,Data Scientist
FeltSo,4.9,63T -69T,Data Scientist - Monthly Intern
Naveen Engineering,3.9,10T -11T,Data Scientist - Monthly Intern
NCBS,4.4,4L -5L,Data Scientist
Vivriti Capital,4.5,49L -53L,Data Scientist
Coursera,3.8,101 -108,Data Scientist - Hourly
TCL-Alcatel Mobile,3.7,11L -12L,Data Scientist
iEnergizer,4.6,21L -23L,Data Scientist
Techolution,4.2,15T -16T,Data Scientist - Monthly Intern
Electronic Arts,4,14L -16L,Data Scientist
Sri Sai Institute of Technology & Science,3.7,15T -16T,Data Scientist - Monthly
PEP SYSTEMS,,5L -6L,Data Scientist
R.R. Donnelley,3.5,11L -12L,Data Scientist
Ixsight Technologies,3.1,5L -5L,Data Scientist
Optra Health,2.5,18L -20L,Data Scientist
Mindtree Consultants,4.2,9L -10L,Data Scientist
MaxInfoways,5,2L -2L,Data Scientist - Contractor
ANZ,4.1,10T -11T,Data Scientist - Monthly Intern
Tata Power,3.6,6L -7L,Data Scientist
Tripura State Pollution Control Board,,23T -25T,Data Scientist - Monthly Contractor
ToXSL Technologies,4,80T -87T,Data Scientist - Monthly
iManage,4.5,14L -15L,Data Scientist
Anunta Technology Management Services,4,14T -16T,Data Scientist - Monthly
ProDigitalWorx,3.8,5L -6L,Data Scientist - Contractor
Harbinger Group,4.3,13L -15L,Data Scientist
Womankind,3.6,30T -32T,Data Scientist - Monthly
myGate,3.7,15L -16L,Data Scientist
Voziq,4.7,15T -17T,Data Scientist - Monthly Intern
Wall Street Advisory,2.2,10L -10L,Data Scientist
Indus Insights,2.8,97T -1L,Data Scientist - Monthly
Bitwise Solutions (India),4,6L -6L,Data Scientist - Contractor
Infosys,3.3,16L -17L,Data Scientist
Vistaar Finance,4.1,7L -8L,Data Scientist
Integral Ad Science,3.9,49T -53T,Data Scientist - Monthly
Tango IT,4,85T -93T,Data Scientist - Monthly
Decision Culture,4.8,37L -40L,Data Scientist
Suraj School,2.8,6L -7L,Data Scientist
Techlearn,3.5,12L -13L,Data Scientist
Rahul Infotech,3.9,10Cr -11Cr,Data Scientist
BNED LoudCloud,3.1,13L -14L,Data Scientist
K & K Technical Group,3.5,2L -2L,Data Scientist
Reata Restaurant,3.2,10L -11L,Data Scientist
Sahyadri College of Engineering & Management,4.3,2L -3L,Data Scientist - Monthly
Homigo Realty,2.1,7L -8L,Data Scientist
Kenbox Technologies,4.3,2L -2L,Data Scientist
ONE POINT ONE SOLUTIONS  (India),3.4,10L -11L,Data Scientist
SpidronTech,3.9,5L -5L,Data Scientist
Graviton Research Capital,4.6,19L -21L,Data Scientist
Value Consulting,3,8L -8L,Data Scientist
Fresher Zones,3.9,10L -11L,Data Scientist
JNTU College,3.7,5L -6L,Data Scientist
advids.co,4.2,81T -86T,Data Scientist - Monthly
AAITPro,4.6,15T -16T,Data Scientist - Monthly
CES (India),3.6,6L -7L,Data Scientist
Glorious Insight,3.9,15L -17L,Data Scientist
Sankar and Moorthy Chartered Accountants,2.3,12L -13L,Data Scientist
Tableau Software,3.8,9L -9L,Data Scientist
NN Group,4,8L -8L,Data Scientist
Seneca Global,4.1,46L -50L,Data Scientist
Infinite Computer Solutions,3.5,17L -18L,Data Scientist
Reliance Insurance Agencies,4.2,8L -9L,Data Scientist - Intern
Caterpillar,4,7L -7L,Data Scientist - Contractor
Société Générale,3.5,63T -67T,Data Scientist - Monthly Intern
Shura Technologies,3.8,62T -67T,Data Scientist - Monthly
Envestnet,4,16L -17L,Data Scientist
Safe Haven Security,3.3,10L -11L,Data Scientist
Federal Bank,3.8,77T -83T,Data Scientist - Monthly
Shantanu & Nikhil,3.7,27L -29L,Data Scientist - Monthly
Higroove Systems,3,47T -51T,Data Scientist - Monthly
HP Inc.,4.2,16L -18L,Data Scientist - Contractor
Payizatech,3.8,5L -5L,Data Scientist
IoT Research Labs,2.7,8L -8L,Data Scientist
City Of South Bend Venues Parks & Arts,3.9,12L -13L,Data Scientist
The General,3.3,10L -11L,Data Scientist
Absolutdata,3.4,7L -7L,Data Scientist - Contractor
Sanjay Ghodawat Group of Institutions,4,5L -6L,Data Scientist
Systems Plus Transformations,4.6,3L -3L,Data Scientist
TeamLease Staffing Solutions,3.4,5L -5L,Data Scientist
Sarveshwar & Co,5,15T -16T,Data Scientist - Monthly
FIGmd,3.2,7L -8L,Data Scientist
Chirag,3.8,4L -4L,Data Scientist
Amphenol,3.7,4L -4L,Data Scientist
Chili Pili,4,19T -21T,Data Scientist - Monthly
Globex Digital Solutions,3.8,13L -14L,Data Scientist
Zillion Technologies,3.8,81L -89L,Data Scientist
Hartron,3.8,39T -43T,Data Scientist - Monthly
Saint Automotive Body Designers,5,11L -12L,Data Scientist
Wolters Kluwer,3.7,95T -1L,Data Scientist - Monthly
Techolas Technologies,4.7,12T -13T,Data Scientist - Monthly
mrdigital,5,20T -22T,Data Scientist - Monthly
Maveric Systems,3.7,8L -8L,Data Scientist
Kratin Mobile Software Solution Pvt Ltd,3.9,10L -11L,Data Scientist
NetMax Technologies,4.2,6L -6L,Data Scientist
Innolabz,3.4,4L -4L,Data Scientist - Intern
Indecomm Global Services,4.1,15L -16L,Data Scientist
Ritwik IT Services,3.7,7L -8L,Data Scientist - Monthly
AIML Data,,2L -2L,Data Scientist - Monthly
DataStunt,,3L -4L,Data Scientist
GSS Infotech,3.8,12L -13L,Data Scientist
Canary Global,4,7L -7L,Data Scientist
SAS,3.9,1L -2L,Data Scientist
ECS (NJ),3.6,10L -10L,Data Scientist
Mantle Labs,,14L -16L,Data Scientist
Casepoint,3.6,5L -5L,Data Scientist
Tiger Analytics,4.2,29T -31T,Data Scientist - Monthly Intern
Nestaway Technologies,3.9,17L -19L,Data Scientist
Stealth Startup,4.2,30L -33L,Data Scientist
Rabbani Asysa,3.6,5L -5L,Data Scientist
Nones,3.9,£86 -£92,Data Scientist - Hourly
Translational Health Science and Technology Institute,3.8,9L -10L,Data Scientist
SRM Institute of Science and Technology,3.9,99T -1L,Data Scientist - Monthly
XYZ (Hong Kong),3.8,27L -29L,Data Scientist
PwC,3.9,7L -7L,Data Scientist
Number Theory Software,3.5,8L -8L,Data Scientist
Zydus Wellness,4,3L -3L,Data Scientist - Intern
Tredence,4.1,10L -11L,Data Scientist - Contractor
Battery Smart,4.6,14L -15L,Data Scientist
Niama-Riesser,1,3L -3L,Data Scientist
Dr. Reddy's,4,20T -22T,Data Scientist - Monthly Intern
Accenture,4,9L -10L,Data Scientist - Contractor
Aggregate Intelligence,4.1,3L -3L,Data Scientist
NeenOpal,4.2,6L -7L,Data Scientist
Applied Information Sciences,4.3,25L -27L,Data Scientist
Conigital,,13L -14L,Data Scientist - Contractor
Blacknet,2,14L -15L,Data Scientist
Lucky's Market,3.7,5L -5L,Data Scientist
Tata Technologies,3.7,4L -5L,Data Scientist - Contractor
Sunera Technologies,3.9,15T -16T,Data Scientist - Monthly Contractor
MJ Biopharm,3.2,2L -3L,Data Scientist
KD Market Insights,5,12L -12L,Data Scientist
Stats Perform,3.6,6L -6L,Data Scientist
Cozentus Technologies,4.2,8T -8T,Data Scientist - Monthly Intern
IFortis Corporate,3.5,14T -16T,Data Scientist - Monthly
Azine Technologies (India),2.7,48T -52T,Data Scientist - Monthly
iMentus,2.3,4L -4L,Data Scientist
MachinePulse,2.8,11L -12L,Data Scientist
Aditya Birla Management,3.1,18L -20L,Data Scientist
Fujitsu,3.7,9L -10L,Data Scientist
WhiteHat Jr,3.7,12T -13T,Data Scientist - Monthly Intern
CommScope,3.7,8L -8L,Data Scientist
CreateBytes,4.3,15L -16L,Data Scientist
Foraysoft,3.9,8L -8L,Data Scientist
iServeU (India),3,59T -63T,Data Scientist - Monthly Contractor
Feedoozy,4.2,8L -8L,Data Scientist
Pspl,3.9,33T -37T,Data Scientist - Monthly
Zoop.one,4.2,10L -10L,Data Scientist
ABS,3.8,2L -2L,Data Scientist - Monthly
Advantmed,3.9,9L -9L,Data Scientist
Goldee Knitwear,3,24T -26T,Data Scientist - Monthly
SAP,4.4,15T -16T,Data Scientist - Monthly Contractor
RAACOM Infosystems,2.8,$96T -$1L,Data Scientist
Hola,4.3,7L -7L,Data Scientist
Tarakarama Cineplex,4,4L -4L,Data Scientist
Kovid Academy,4.4,19L -20L,Data Scientist
Ajay Devgn FFilms,3.7,20L -22L,Data Scientist
CoRover,5,11T -12T,Data Scientist - Monthly Intern
SKMI,3.5,18L -20L,Data Scientist - Intern
Artificial Intelligence Australia,3.5,10L -10L,Data Scientist
SwoopTalent,4.4,22L -24L,Data Scientist
SelfEmployed.com,4.4,14L -16L,Data Scientist - Contractor
Dollar Loan Center,3.1,10L -11L,Data Scientist
Convosight,3.3,68T -74T,Data Scientist - Monthly
Crimson Interactive,3.9,9L -9L,Data Scientist
Kangaroo Software,4.3,4L -4L,Data Scientist
Meticulous Laser Machine Craft,,2L -2L,Data Scientist
Verkis,3,4L -4L,Data Scientist
SHUBA,4.3,48T -52T,Data Scientist - Monthly Contractor
None Such Farm,3.9,44L -47L,Data Scientist
edwisor,3.4,54T -58T,Data Scientist - Monthly
Intelligic Software,4.4,6L -6L,Data Scientist
Musubi Management,3.8,70T -76T,Data Scientist - Monthly
HELLO,4.2,93T -1L,Data Scientist - Monthly
TK Elevator,3.7,42T -45T,Data Scientist - Monthly
Bank of Baroda,3.7,29L -32L,Data Scientist
Valeo,3.9,37T -41T,Data Scientist - Monthly
Prakash Software Solutions Pvt Ltd.,4.3,2L -2L,Data Scientist - Monthly
IQ General Systems,5,3L -3L,Data Scientist - Intern
Arzenovo Pharmaceutical,1.3,2L -2L,Data Scientist
Himani,4.5,5L -5L,Data Scientist
Wozti Infotech,3.5,2L -2L,Data Scientist
ABC Solutions,3.9,2L -2L,Data Scientist
Analytical Wizards,4.7,31T -33T,Data Scientist - Monthly Intern
OurFood,2.1,4L -4L,Data Scientist
CCV,4.5,2T -2T,Data Scientist - Hourly
Elasto Tech Industries,,9L -9L,Data Scientist
Palle Technology,4,5L -5L,Data Scientist
Ahold Delhaize,4,3L -4L,Data Scientist
Fiscalia General de Justicia del Estado de Mexico,3.6,2L -2L,Data Scientist
Govinda's,4.1,2L -3L,Data Scientist - Monthly
Eco Landscapes,,5L -5L,Data Scientist
CBSI Global,4.3,19L -21L,Data Scientist
MAHESH (INDIA),3.8,19L -21L,Data Scientist
DISCITE ANALYTICS & AI,4.9,6L -6L,Data Scientist
Priyank,3.9,10L -10L,Data Scientist
Norizen Soft Solutions,4,6L -6L,Data Scientist
Teqtive IT Services,4,22T -24T,Data Scientist - Monthly
Vichara Technologies,4,2L -2L,Data Scientist
Oxyent,2.5,9L -10L,Data Scientist
WNS,3.5,£2L -£2L,Data Scientist
Capita,3.1,8L -8L,Data Scientist
Bosch Global Software Technologies,4.1,14T -15T,Data Scientist - Monthly Intern
Symbiosis International (India),3.9,9L -9L,Data Scientist
MacAppStudio,3.3,19T -21T,Data Scientist - Monthly
RentoMojo,4.1,15L -16L,Data Scientist
IRA Toyota of Danvers,3.2,6L -6L,Data Scientist
Techmango Technology Services,3.9,9L -9L,Data Scientist
brandonline.io,4.5,10L -10L,Data Scientist
Vidooly Media Tech,4,13T -14T,Data Scientist - Monthly Intern
Optum,3.6,51T -55T,Data Scientist - Monthly Intern
VISHU,,6L -6L,Data Scientist
DataTrained,4.5,5L -6L,Data Scientist
Sugar.fit,4.1,30L -33L,Data Scientist
Ola,3,49T -54T,Data Scientist - Monthly Intern
iQuantM Technologies,4.5,19L -21L,Data Scientist
Smile,3.6,28L -30L,Data Scientist
upGrad,4.1,1T -1T,Data Scientist - Hourly
Grosta Services,,8L -8L,Data Scientist
Kalinga Institute of Industrial Technology,4.3,97T -1L,Data Scientist
Magna Infotech,3.5,7L -8L,Data Scientist
Sagacito,3.4,2L -2L,Data Scientist
Motilal Oswal Financial Services,3.7,11T -11T,Data Scientist - Monthly Intern
BYJU'S,3.3,10L -11L,Data Scientist
V-Access India,3.4,2L -2L,Data Scientist
CMR Engineering College,4.7,10L -10L,Data Scientist
Evarcity,4.5,4L -4L,Data Scientist
Xybion Corp,3.8,76T -84T,Data Scientist - Monthly
KRYPT,4.6,19L -21L,Data Scientist
lnterplast,3.7,32T -34T,Data Scientist - Monthly
Online Data Entry Job,4.3,6L -6L,Data Scientist
Bueno Finance,5,15L -17L,Data Scientist
Crunkwave Solutions,4,44T -48T,Data Scientist - Monthly
MagicBricks,3.5,19L -20L,Data Scientist
Karvy Data Management Services (India),3.2,9L -9L,Data Scientist
Zeon AI Labs,5,24T -26T,Data Scientist - Monthly Intern
Khoros,3.7,8L -8L,Data Scientist - Monthly
Tech Data,3.7,49T -53T,Data Scientist - Monthly Intern
Happay,4,10L -10L,Data Scientist
Government Engineering College,4.5,4L -4L,Data Scientist
CRAFT Beer Market,3.6,8L -8L,Data Scientist
RHA,3,10T -11T,Data Scientist
Scaler Academy,4,35T -38T,Data Scientist - Monthly Intern
Social Prachar,3.8,36T -39T,Data Scientist - Monthly
Sears,3.3,8L -9L,Data Scientist - Contractor
Reavidence,4.6,$48T -$52T,Data Scientist
SIRPI Visualize and Decide,4.2,14T -15T,Data Scientist - Monthly Intern
Moody's Analytics,3.9,21T -23T,Data Scientist - Monthly Intern
Alluvium IoT Solutions,3.3,4L -4L,Data Scientist
AnaLinear Technologies,3.5,10T -10T,Data Scientist - Monthly
ApexonHealth,4,6L -7L,Data Scientist - Monthly
Perpetual Block,3.7,22T -24T,Data Scientist - Monthly Intern
Access Healthcare (India),3.8,2L -2L,Data Scientist
pion.ai,5,50T -54T,Data Scientist
GunjanApps Studios And Solutions,4.8,14L -16L,Data Scientist
Tealfeed,4.7,17L -19L,Data Scientist
Gamaka,3,14T -16T,Data Scientist - Monthly
Octo Inc,5,10L -11L,Data Scientist
Nomura Holdings,4,32T -34T,Data Scientist - Monthly Contractor
Zucol Services,3,16T -17T,Data Scientist - Monthly
ET Creatives,3.6,8L -9L,Data Scientist
Fixer,4.4,5L -5L,Data Scientist
GormalOne,4.7,4L -5L,Data Scientist
IIIT,4.3,50T -54T,Data Scientist - Monthly Intern
Employee Relations,4.8,41T -44T,Data Scientist - Monthly
Ecraftz Info Solutions,,34T -37T,Data Scientist - Monthly
CTPL.io,4.3,10T -11T,Data Scientist - Monthly
Don't Know,3.9,18L -19L,Data Scientist
Miller's Ale House,3.3,6L -6L,Data Scientist
Ignitho Technologies,4.4,12L -13L,Data Scientist
AIRA MATRIX,3.9,17L -19L,Data Scientist
Finomial,3.5,6L -6L,Data Scientist
Rahul Raj Campus,4,10T -10T,Data Scientist - Monthly
Datalogixs Technologies,3,6L -6L,Data Scientist
Futureware Technologies,4.4,4L -4L,Data Scientist
We-ACE,3.6,3L -4L,Data Scientist
mPokket,4.1,11L -11L,Data Scientist
Crossover for Work,3.5,20L -22L,Data Scientist
Lejara Global IT Solutions,4.2,8L -9L,Data Scientist
Advisory Board,4,6L -6L,Data Scientist
Practically,3.2,15T -16T,Data Scientist - Monthly Contractor
Ansira,3.3,51T -56T,Data Scientist - Monthly
Ngenux,,8L -8L,Data Scientist
Rolling Banners,3.8,5L -6L,Data Scientist
Vishal Mega Mart,3.6,14L -16L,Data Scientist
Sujay Feeds,4,50T -55T,Data Scientist - Monthly
Soroco,2.7,17L -19L,Data Scientist
BT GLOBAL BUSINESS SERVICES PVT. LTD,4.1,19L -20L,Data Scientist
Xoriant,3.8,5L -6L,Data Scientist
Imran Shaikh,3.9,25L -28L,Data Scientist
JIIT,3.8,10L -10L,Data Scientist
DiGiSPICE,3.8,94T -1L,Data Scientist - Monthly
V-Mart,3.9,13L -15L,Data Scientist
Gear up,4.3,11L -12L,Data Scientist
National Income Life,3.8,5L -5L,Data Scientist
Lognormal,4.5,48T -52T,Data Scientist - Monthly
Merilytics,3.7,9L -10L,Data Scientist
AiDash,3.9,30L -32L,Data Scientist
Ameex,4,4L -5L,Data Scientist
Algot,,14T -16T,Data Scientist - Monthly
Orbinet Technologies,4.4,7L -8L,Data Scientist - Monthly
Aaiena,3,3L -4L,Data Scientist
DONE by NONE,4,192 -207,Data Scientist - Hourly
Ackerman McQueen,4.3,10L -11L,Data Scientist
HDB Financial Services,3.7,7L -7L,Data Scientist
Celebal Technologies,4.1,6L -6L,Data Scientist - Intern
Alphabet (GB),3.9,5L -5L,Data Scientist
